wbps_gene_id,principal_transcript_id,principal_cds_length,principal_isoform_type,genome_name,gene_description,transcript_biotype,species
TTRE7264,TTRE7264_t1,803.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5545,TTRE5545_t1,205.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6385,TTRE6385_t1,206.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5541,TTRE5541_t1,240.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4714,TTRE4714_t1,210.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4330,TTRE4330_t1,501.0,protein_coding,,Conserved secreted protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMF3],protein_coding,trtricprjeb535
TTRE3561,TTRE3561_t1,267.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9815,TTRE9815_t1,794.0,protein_coding,,Nucleolar protein 56-like  [Source:UniProtKB/TrEMBL;Acc:A0A077Z321],protein_coding,trtricprjeb535
TTRE8876,TTRE8876_t1,1073.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10893,TTRE10893_t1,740.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3438,TTRE3438_t1,389.0,protein_coding,,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9Y3],protein_coding,trtricprjeb535
TTRE10660,TTRE10660_t1,288.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5193,TTRE5193_t1,250.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11971,TTRE11971_t1,1314.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1888,TTRE1888_t1,1242.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2899,TTRE2899_t1,197.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE512,TTRE512_t1,547.0,protein_coding,,Protein ovo  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGG3],protein_coding,trtricprjeb535
TTRE5797,TTRE5797_t1,317.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1132,TTRE1132_t1,1094.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12484,TTRE12484_t1,897.0,protein_coding,,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMF0],protein_coding,trtricprjeb535
TTRE8123,TTRE8123_t1,756.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8468,TTRE8468_t1,641.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11365,TTRE11365_t1,527.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1338,TTRE1338_t1,219.0,protein_coding,,SAC3 GANP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2N5],protein_coding,trtricprjeb535
TTRE6197,TTRE6197_t1,429.0,protein_coding,,RabGAP-TBC domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAR1],protein_coding,trtricprjeb535
TTRE4462,TTRE4462_t1,771.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6216,TTRE6216_t1,270.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6285,TTRE6285_t1,238.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5658,TTRE5658_t1,193.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9267,TTRE9267_t1,268.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4319,TTRE4319_t1,1897.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9682,TTRE9682_t1,530.0,protein_coding,,JTB domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9F6],protein_coding,trtricprjeb535
TTRE8571,TTRE8571_t1,187.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2760,TTRE2760_t1,1550.0,protein_coding,,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC47],protein_coding,trtricprjeb535
TTRE6155,TTRE6155_t1,265.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9756,TTRE9756_t1,203.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2480,TTRE2480_t1,1018.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2856,TTRE2856_t1,687.0,protein_coding,,"Poly(A) RNA polymerase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZLU6]",protein_coding,trtricprjeb535
TTRE5875,TTRE5875_t1,965.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4798,TTRE4798_t1,512.0,protein_coding,,CAP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFB7],protein_coding,trtricprjeb535
TTRE8274,TTRE8274_t1,285.0,protein_coding,,Alba domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YW14],protein_coding,trtricprjeb535
TTRE5656,TTRE5656_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12586,TTRE12586_t1,613.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8044,TTRE8044_t1,472.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE115,TTRE115_t1,231.0,protein_coding,,Aurora kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YWE4],protein_coding,trtricprjeb535
TTRE73,TTRE73_t1,324.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7503,TTRE7503_t1,363.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9197,TTRE9197_t1,438.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1789,TTRE1789_t1,337.0,protein_coding,,RhoGAP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXC5],protein_coding,trtricprjeb535
TTRE10712,TTRE10712_t1,3708.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10571,TTRE10571_t1,940.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6822,TTRE6822_t1,332.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2770,TTRE2770_t1,407.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9936,TTRE9936_t1,368.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1701,TTRE1701_t1,1271.0,protein_coding,,F-box-like domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2A5],protein_coding,trtricprjeb535
TTRE770,TTRE770_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12563,TTRE12563_t1,325.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3636,TTRE3636_t1,232.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE523,TTRE523_t1,520.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8904,TTRE8904_t1,346.0,protein_coding,,"Elongation factor G, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7P3]",protein_coding,trtricprjeb535
TTRE2789,TTRE2789_t1,1141.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6669,TTRE6669_t1,1340.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9119,TTRE9119_t1,280.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4801,TTRE4801_t1,225.0,protein_coding,,N(4) (Beta N acetylglucosaminyl) L asparaginase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1K4],protein_coding,trtricprjeb535
TTRE5278,TTRE5278_t1,232.0,protein_coding,,"28S ribosomal protein S18b, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077YYC3]",protein_coding,trtricprjeb535
TTRE1663,TTRE1663_t2,1130.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1914,TTRE1914_t1,491.0,protein_coding,,BK channel  [Source:UniProtKB/TrEMBL;Acc:A0A077Z040],protein_coding,trtricprjeb535
TTRE4708,TTRE4708_t1,129.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2847,TTRE2847_t1,114.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12189,TTRE12189_t1,100.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4410,TTRE4410_t1,133.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE780,TTRE780_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11870,TTRE11870_t1,1184.0,protein_coding,,Ankyrin repeat protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCR0],protein_coding,trtricprjeb535
TTRE597,TTRE597_t1,656.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10608,TTRE10608_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6337,TTRE6337_t1,495.0,protein_coding,,CD2 antigen cytoplasmic tail binding protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2I6],protein_coding,trtricprjeb535
TTRE11762,TTRE11762_t1,441.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6147,TTRE6147_t1,373.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3733,TTRE3733_t1,543.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5289,TTRE5289_t1,1076.0,protein_coding,,UV excision repair protein RAD23  [Source:UniProtKB/TrEMBL;Acc:A0A077ZP79],protein_coding,trtricprjeb535
TTRE8880,TTRE8880_t1,144.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10439,TTRE10439_t1,389.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7577,TTRE7577_t1,1152.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11658,TTRE11658_t1,605.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5251,TTRE5251_t2,146.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2851,TTRE2851_t2,350.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1857,TTRE1857_t1,588.0,protein_coding,,UBN AB and HUN domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZM96],protein_coding,trtricprjeb535
TTRE11819,TTRE11819_t1,419.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8921,TTRE8921_t1,831.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2799,TTRE2799_t1,324.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8771,TTRE8771_t1,379.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10591,TTRE10591_t1,525.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1148,TTRE1148_t1,1022.0,protein_coding,,Tau tubulin kinase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YX25],protein_coding,trtricprjeb535
TTRE9462,TTRE9462_t1,338.0,protein_coding,,Protein clc protein cbr clc-4 protein cbr clc-1 cre clc-4 protein cre clc-1 protein cbn clc-4 protein cbn clc-1 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZPB0],protein_coding,trtricprjeb535
TTRE9904,TTRE9904_t1,304.0,protein_coding,,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA78]",protein_coding,trtricprjeb535
TTRE790,TTRE790_t1,272.0,protein_coding,,Nudix hydrolase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMA9],protein_coding,trtricprjeb535
TTRE8099,TTRE8099_t1,226.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2029,TTRE2029_t1,245.0,protein_coding,,Preprotein translocase SecG subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0J8],protein_coding,trtricprjeb535
TTRE9490,TTRE9490_t1,282.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7026,TTRE7026_t1,410.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE452,TTRE452_t1,640.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11060,TTRE11060_t1,1137.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6824,TTRE6824_t1,1471.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7505,TTRE7505_t1,1250.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12427,TTRE12427_t1,686.0,protein_coding,,HAD 2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDM0],protein_coding,trtricprjeb535
TTRE8931,TTRE8931_t1,200.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE733,TTRE733_t1,492.0,protein_coding,,Chromo shadow domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZK5],protein_coding,trtricprjeb535
TTRE11282,TTRE11282_t1,209.0,protein_coding,,Ribonuclease kappa  [Source:UniProtKB/TrEMBL;Acc:A0A077YUV9],protein_coding,trtricprjeb535
TTRE6751,TTRE6751_t1,1529.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10097,TTRE10097_t1,485.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4581,TTRE4581_t1,2063.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9281,TTRE9281_t1,856.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8644,TTRE8644_t1,250.0,protein_coding,,Eukaryotic translation initiation  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0K6],protein_coding,trtricprjeb535
TTRE6891,TTRE6891_t1,710.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3482,TTRE3482_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8023,TTRE8023_t1,357.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4787,TTRE4787_t1,270.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE451,TTRE451_t1,243.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12537,TTRE12537_t1,353.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4961,TTRE4961_t1,224.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5677,TTRE5677_t1,,non_coding,,,nontranslating_CDS,trtricprjeb535
TTRE816,TTRE816_t1,186.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE214,TTRE214_t1,195.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE63,TTRE63_t1,843.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE779,TTRE779_t1,228.0,protein_coding,,Protein ECT2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGQ5],protein_coding,trtricprjeb535
TTRE1105,TTRE1105_t1,1253.0,protein_coding,,PH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9P8],protein_coding,trtricprjeb535
TTRE11360,TTRE11360_t1,299.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4298,TTRE4298_t1,737.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8586,TTRE8586_t1,193.0,protein_coding,,Nsp1 C domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ56],protein_coding,trtricprjeb535
TTRE2188,TTRE2188_t1,254.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2504,TTRE2504_t1,188.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2864,TTRE2864_t1,460.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6174,TTRE6174_t1,123.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9994,TTRE9994_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9598,TTRE9598_t1,895.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6371,TTRE6371_t1,219.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8396,TTRE8396_t1,740.0,protein_coding,,Dolichyl phosphate beta glucosyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBY8],protein_coding,trtricprjeb535
TTRE5519,TTRE5519_t1,866.0,protein_coding,,Ubiquitin conjugating enzyme E2 J1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEE5],protein_coding,trtricprjeb535
TTRE2057,TTRE2057_t1,384.0,protein_coding,,Argonaute 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z361],protein_coding,trtricprjeb535
TTRE10732,TTRE10732_t1,1751.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10322,TTRE10322_t1,440.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3772,TTRE3772_t1,1475.0,protein_coding,,"Aspartate--tRNA ligase, cytoplasmic  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7T7]",protein_coding,trtricprjeb535
TTRE1321,TTRE1321_t1,834.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8388,TTRE8388_t1,298.0,protein_coding,,MBD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6X0],protein_coding,trtricprjeb535
TTRE439,TTRE439_t1,190.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7071,TTRE7071_t1,416.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1319,TTRE1319_t1,1493.0,protein_coding,,PNK3P and AAA 33 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGA0],protein_coding,trtricprjeb535
TTRE5324,TTRE5324_t1,197.0,protein_coding,,Cell division control protein 42 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077Z343],protein_coding,trtricprjeb535
TTRE10853,TTRE10853_t1,247.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7404,TTRE7404_t1,229.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10803,TTRE10803_t1,425.0,protein_coding,,TIP41-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z190],protein_coding,trtricprjeb535
TTRE8115,TTRE8115_t1,759.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12010,TTRE12010_t1,169.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9346,TTRE9346_t1,923.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7832,TTRE7832_t1,288.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4777,TTRE4777_t1,407.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1119,TTRE1119_t1,371.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9767,TTRE9767_t1,2201.0,protein_coding,,Phosphodiesterase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAA0],protein_coding,trtricprjeb535
TTRE9022,TTRE9022_t1,770.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6238,TTRE6238_t1,207.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10415,TTRE10415_t1,567.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4823,TTRE4823_t1,1424.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6409,TTRE6409_t1,141.0,protein_coding,,Vacuolar-sorting protein SNF8  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBK9],protein_coding,trtricprjeb535
TTRE1471,TTRE1471_t1,1208.0,protein_coding,,26S protease regulatory subunit 10B  [Source:UniProtKB/TrEMBL;Acc:A0A077Z608],protein_coding,trtricprjeb535
TTRE12463,TTRE12463_t1,232.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6818,TTRE6818_t1,377.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3167,TTRE3167_t1,1155.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7859,TTRE7859_t1,377.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4353,TTRE4353_t1,188.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10928,TTRE10928_t1,392.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1710,TTRE1710_t1,220.0,protein_coding,,Splicing factor 3A subunit 3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAX1],protein_coding,trtricprjeb535
TTRE4611,TTRE4611_t1,755.0,protein_coding,,Pyridoxal phosphate homeostasis protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZH81],protein_coding,trtricprjeb535
TTRE3599,TTRE3599_t1,113.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10629,TTRE10629_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE88,TTRE88_t1,1976.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7888,TTRE7888_t1,187.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE959,TTRE959_t1,159.0,protein_coding,,AP 3 complex subunit mu 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3F6],protein_coding,trtricprjeb535
TTRE9107,TTRE9107_t1,566.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4869,TTRE4869_t1,275.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2121,TTRE2121_t1,527.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11512,TTRE11512_t1,135.0,protein_coding,,Ubiquitin modifier activating enzyme 5  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3R3],protein_coding,trtricprjeb535
TTRE12318,TTRE12318_t1,1388.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10819,TTRE10819_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10401,TTRE10401_t1,422.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9300,TTRE9300_t1,701.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3468,TTRE3468_t1,558.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE573,TTRE573_t1,455.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8146,TTRE8146_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8840,TTRE8840_t1,387.0,protein_coding,,Putative tryptase gamma  [Source:UniProtKB/TrEMBL;Acc:A0A077YYQ3],protein_coding,trtricprjeb535
TTRE9824,TTRE9824_t1,167.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3231,TTRE3231_t1,469.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6415,TTRE6415_t1,1033.0,protein_coding,,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJD4],protein_coding,trtricprjeb535
TTRE3062,TTRE3062_t1,402.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10073,TTRE10073_t1,313.0,protein_coding,,Pilt domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z432],protein_coding,trtricprjeb535
TTRE7868,TTRE7868_t1,617.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11878,TTRE11878_t1,532.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11586,TTRE11586_t1,371.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4325,TTRE4325_t1,316.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10352,TTRE10352_t1,344.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1424,TTRE1424_t1,626.0,protein_coding,,Vacuolar protein sorting-associated protein 28 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBK1],protein_coding,trtricprjeb535
TTRE8004,TTRE8004_t1,773.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1487,TTRE1487_t1,341.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4603,TTRE4603_t1,375.0,protein_coding,,Carboxylesterase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7R0],protein_coding,trtricprjeb535
TTRE5543,TTRE5543_t1,325.0,protein_coding,,Transportin 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z919],protein_coding,trtricprjeb535
TTRE11922,TTRE11922_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE772,TTRE772_t1,281.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2782,TTRE2782_t1,1135.0,protein_coding,,DNA replication licensing factor MCM8  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCX8],protein_coding,trtricprjeb535
TTRE10864,TTRE10864_t1,202.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7305,TTRE7305_t1,542.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1577,TTRE1577_t1,209.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4268,TTRE4268_t1,991.0,protein_coding,,Peptidase M13 and Peptidase M13 N domain containi ng protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJE5],protein_coding,trtricprjeb535
TTRE16,TTRE16_t1,367.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8883,TTRE8883_t1,287.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE572,TTRE572_t1,268.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5416,TTRE5416_t1,189.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11915,TTRE11915_t1,521.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6407,TTRE6407_t1,298.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8009,TTRE8009_t1,797.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8656,TTRE8656_t1,585.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12260,TTRE12260_t1,431.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4473,TTRE4473_t1,235.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2564,TTRE2564_t1,1946.0,protein_coding,,Non-specific serine/threonine protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIM9],protein_coding,trtricprjeb535
TTRE497,TTRE497_t1,682.0,protein_coding,,"Type III restriction enzyme, res subunit family p rotein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFJ6]",protein_coding,trtricprjeb535
TTRE1354,TTRE1354_t1,954.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE245,TTRE245_t1,1541.0,protein_coding,,"Alpha 1,3 mannosyl glycoprotein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z200]",protein_coding,trtricprjeb535
TTRE2388,TTRE2388_t1,565.0,protein_coding,,Zf-MIZ domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z567],protein_coding,trtricprjeb535
TTRE1377,TTRE1377_t1,175.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6227,TTRE6227_t1,1016.0,protein_coding,,60S ribosomal protein L37a  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBC7],protein_coding,trtricprjeb535
TTRE2415,TTRE2415_t2,550.0,protein_coding,,,protein_coding,trtricprjeb535
