Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_05816,Does not have InterPro domains related to GO:0003824,False
Wban_05817,Does not have InterPro domains related to GO:0003824,False
Wban_05818,Does not have InterPro domains related to GO:0003824,False
Wban_05819,Does not have InterPro domains related to GO:0003824,False
Wban_05820,Does not have InterPro domains related to GO:0003824,False
Wban_05821,Does not have InterPro domains related to GO:0003824,False
Wban_05822,Does not have InterPro domains related to GO:0003824,False
Wban_05823,Does not have InterPro domains related to GO:0003824,False
Wban_05824,Does not have InterPro domains related to GO:0003824,False
Wban_05825,Does not have InterPro domains related to GO:0003824,False
Wban_05826,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001736 - Phospholipase D/Transphosphatidylase, IPR016270 - CDP-alcohol phosphatidyltransferase class-II family",True
Wban_05827,Does not have InterPro domains related to GO:0003824,False
Wban_05828,Does not have InterPro domains related to GO:0003824,False
Wban_05829,Does not have InterPro domains related to GO:0003824,False
Wban_05830,Does not have InterPro domains related to GO:0003824,False
Wban_05831,Does not have InterPro domains related to GO:0003824,False
Wban_05832,Does not have InterPro domains related to GO:0003824,False
Wban_05833,Does not have InterPro domains related to GO:0003824,False
Wban_05834,Does not have InterPro domains related to GO:0003824,False
Wban_05835,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011146 - HIT-like domain,True
Wban_05836,Does not have InterPro domains related to GO:0003824,False
Wban_05837,Does not have InterPro domains related to GO:0003824,False
Wban_05838,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002328 - Alcohol dehydrogenase, zinc-type, conserved site, IPR045306 - Sorbitol dehydrogenase-like, IPR020843 - Polyketide synthase, enoylreductase domain",True
Wban_05839,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR025483 - Lipase, eukaryotic",True
Wban_05840,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR025483 - Lipase, eukaryotic",True
Wban_05841,Does not have InterPro domains related to GO:0003824,False
Wban_05842,Does not have InterPro domains related to GO:0003824,False
Wban_05843,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_05844,Does not have InterPro domains related to GO:0003824,False
Wban_05845,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003378 - Fringe-like, glycosyltransferase domain",True
Wban_05846,Does not have InterPro domains related to GO:0003824,False
Wban_05847,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002156 - Ribonuclease H domain,True
Wban_05848,Does not have InterPro domains related to GO:0003824,False
Wban_05849,Does not have InterPro domains related to GO:0003824,False
Wban_05850,Does not have InterPro domains related to GO:0003824,False
Wban_05851,Does not have InterPro domains related to GO:0003824,False
Wban_05852,Does not have InterPro domains related to GO:0003824,False
Wban_05853,Does not have InterPro domains related to GO:0003824,False
Wban_05854,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR047215 - Galactose mutarotase-like, IPR015443 - Aldose 1-epimerase, IPR011013 - Galactose mutarotase-like domain superfamily, IPR008183 - Aldose 1-/Glucose-6-phosphate 1-epimerase",True
Wban_05855,Does not have InterPro domains related to GO:0003824,False
Wban_05856,Does not have InterPro domains related to GO:0003824,False
Wban_05857,Does not have InterPro domains related to GO:0003824,False
Wban_05858,Does not have InterPro domains related to GO:0003824,False
Wban_05859,Does not have InterPro domains related to GO:0003824,False
Wban_05860,Does not have InterPro domains related to GO:0003824,False
Wban_05861,Does not have InterPro domains related to GO:0003824,False
Wban_05862,Does not have InterPro domains related to GO:0003824,False
Wban_05863,Does not have InterPro domains related to GO:0003824,False
Wban_05864,Does not have InterPro domains related to GO:0003824,False
Wban_05865,Does not have InterPro domains related to GO:0003824,False
Wban_05866,Does not have InterPro domains related to GO:0003824,False
Wban_05867,Does not have InterPro domains related to GO:0003824,False
Wban_05868,Does not have InterPro domains related to GO:0003824,False
Wban_05869,Does not have InterPro domains related to GO:0003824,False
Wban_05870,Does not have InterPro domains related to GO:0003824,False
Wban_05871,Does not have InterPro domains related to GO:0003824,False
Wban_05872,Does not have InterPro domains related to GO:0003824,False
Wban_05873,Does not have InterPro domains related to GO:0003824,False
Wban_05874,Does not have InterPro domains related to GO:0003824,False
Wban_05875,Does not have InterPro domains related to GO:0003824,False
Wban_05876,Does not have InterPro domains related to GO:0003824,False
Wban_05877,Does not have InterPro domains related to GO:0003824,False
Wban_05878,Does not have InterPro domains related to GO:0003824,False
Wban_05879,Does not have InterPro domains related to GO:0003824,False
Wban_05880,Does not have InterPro domains related to GO:0003824,False
Wban_05881,Does not have InterPro domains related to GO:0003824,False
Wban_05882,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002656 - Acyltransferase 3 domain,True
Wban_05883,Does not have InterPro domains related to GO:0003824,False
Wban_05884,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR033923 - p21 activated kinase binding domain, IPR000719 - Protein kinase domain",True
Wban_05885,Does not have InterPro domains related to GO:0003824,False
Wban_05886,Does not have InterPro domains related to GO:0003824,False
Wban_05887,Does not have InterPro domains related to GO:0003824,False
Wban_05888,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001525 - C-5 cytosine methyltransferase,True
Wban_05889,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004631 - 4-aminobutyrate aminotransferase, eukaryotic, IPR005814 - Aminotransferase class-III",True
Wban_05890,Does not have InterPro domains related to GO:0003824,False
Wban_05891,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007235 - Glycosyl transferase, family 28, C-terminal",True
Wban_05892,Does not have InterPro domains related to GO:0003824,False
Wban_05893,Does not have InterPro domains related to GO:0003824,False
Wban_05894,Does not have InterPro domains related to GO:0003824,False
Wban_05895,Does not have InterPro domains related to GO:0003824,False
Wban_05896,Does not have InterPro domains related to GO:0003824,False
Wban_05897,Does not have InterPro domains related to GO:0003824,False
Wban_05898,Does not have InterPro domains related to GO:0003824,False
Wban_05899,Does not have InterPro domains related to GO:0003824,False
Wban_05900,Does not have InterPro domains related to GO:0003824,False
Wban_05901,Does not have InterPro domains related to GO:0003824,False
Wban_05902,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004552 - 1-acyl-sn-glycerol-3-phosphate acyltransferase, IPR002123 - Phospholipid/glycerol acyltransferase",True
Wban_05903,Does not have InterPro domains related to GO:0003824,False
Wban_05904,Does not have InterPro domains related to GO:0003824,False
Wban_05905,Does not have InterPro domains related to GO:0003824,False
Wban_05906,Does not have InterPro domains related to GO:0003824,False
Wban_05907,Does not have InterPro domains related to GO:0003824,False
Wban_05908,Does not have InterPro domains related to GO:0003824,False
Wban_05909,Does not have InterPro domains related to GO:0003824,False
Wban_05910,Does not have InterPro domains related to GO:0003824,False
Wban_05911,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002133 - S-adenosylmethionine synthetase, IPR022631 - S-adenosylmethionine synthetase, conserved site, IPR022629 - S-adenosylmethionine synthetase, central domain, IPR022630 - S-adenosylmethionine synthetase, C-terminal, IPR022636 - S-adenosylmethionine synthetase superfamily, IPR022628 - S-adenosylmethionine synthetase, N-terminal",True
Wban_05912,Does not have InterPro domains related to GO:0003824,False
Wban_05913,Does not have InterPro domains related to GO:0003824,False
Wban_05914,Does not have InterPro domains related to GO:0003824,False
Wban_05915,Does not have InterPro domains related to GO:0003824,False
Wban_05916,Does not have InterPro domains related to GO:0003824,False
Wban_05917,Does not have InterPro domains related to GO:0003824,False
Wban_05918,Does not have InterPro domains related to GO:0003824,False
Wban_05919,Does not have InterPro domains related to GO:0003824,False
Wban_05920,Does not have InterPro domains related to GO:0003824,False
Wban_05921,Does not have InterPro domains related to GO:0003824,False
Wban_05922,Does not have InterPro domains related to GO:0003824,False
Wban_05923,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR015955 - Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal, IPR010945 - Malate dehydrogenase, type 2, IPR001557 - L-lactate/malate dehydrogenase, IPR001252 - Malate dehydrogenase, active site, IPR011274 - Malate dehydrogenase, NAD-dependent, cytosolic, IPR022383 - Lactate/malate dehydrogenase, C-terminal, IPR001236 - Lactate/malate dehydrogenase, N-terminal",True
Wban_05924,Does not have InterPro domains related to GO:0003824,False
Wban_05925,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001578 - Peptidase C12, ubiquitin carboxyl-terminal hydrolase, IPR036959 - Peptidase C12, ubiquitin carboxyl-terminal hydrolase superfamily",True
Wban_05926,Does not have InterPro domains related to GO:0003824,False
Wban_05927,Does not have InterPro domains related to GO:0003824,False
Wban_05928,Does not have InterPro domains related to GO:0003824,False
Wban_05929,Does not have InterPro domains related to GO:0003824,False
Wban_05930,Does not have InterPro domains related to GO:0003824,False
Wban_05931,Does not have InterPro domains related to GO:0003824,False
Wban_05932,Does not have InterPro domains related to GO:0003824,False
Wban_05933,Does not have InterPro domains related to GO:0003824,False
Wban_05934,Does not have InterPro domains related to GO:0003824,False
Wban_05935,Does not have InterPro domains related to GO:0003824,False
Wban_05936,Does not have InterPro domains related to GO:0003824,False
Wban_05937,Does not have InterPro domains related to GO:0003824,False
Wban_05938,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05939,Does not have InterPro domains related to GO:0003824,False
Wban_05940,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR024678 - Serine/threonine-protein kinase OSR1/WNK, CCT domain",True
Wban_05941,Does not have InterPro domains related to GO:0003824,False
Wban_05942,Does not have InterPro domains related to GO:0003824,False
Wban_05943,Does not have InterPro domains related to GO:0003824,False
Wban_05944,Does not have InterPro domains related to GO:0003824,False
Wban_05945,Does not have InterPro domains related to GO:0003824,False
Wban_05946,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05947,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017328 - Sirtuin, class I",True
Wban_05948,Does not have InterPro domains related to GO:0003824,False
Wban_05949,Does not have InterPro domains related to GO:0003824,False
Wban_05950,Does not have InterPro domains related to GO:0003824,False
