Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
TTRE7668,Trichuris trichiura (PRJEB535),TTRE7668_t1,protein_coding,,4161
TTRE7669,Trichuris trichiura (PRJEB535),TTRE7669_t1,protein_coding,Transmembrane protein 104 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF06],1614
TTRE767,Trichuris trichiura (PRJEB535),TTRE767_t1,protein_coding,,498
TTRE7670,Trichuris trichiura (PRJEB535),TTRE7670_t1,protein_coding,,1230
TTRE7671,Trichuris trichiura (PRJEB535),TTRE7671_t1,protein_coding,,453
TTRE7672,Trichuris trichiura (PRJEB535),TTRE7672_t1,protein_coding,,783
TTRE7673,Trichuris trichiura (PRJEB535),TTRE7673_t1,protein_coding,,1059
TTRE7674,Trichuris trichiura (PRJEB535),TTRE7674_t1,protein_coding,,1158
TTRE7675,Trichuris trichiura (PRJEB535),TTRE7675_t1,protein_coding,Glycos transf 2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHM8],1359
TTRE7676,Trichuris trichiura (PRJEB535),TTRE7676_t1,protein_coding,GPI mannosyltransferase 2  [Source:UniProtKB/TrEMBL;Acc:A0A077YZN7],1407
TTRE7677,Trichuris trichiura (PRJEB535),TTRE7677_t1,protein_coding,,261
TTRE7678,Trichuris trichiura (PRJEB535),TTRE7678_t1,protein_coding,Lig chan and SBP bac 3 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYX9],1314
TTRE7679,Trichuris trichiura (PRJEB535),TTRE7679_t1,protein_coding,,1200
TTRE768,Trichuris trichiura (PRJEB535),TTRE768_t1,protein_coding,Mesoderm development candidate 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAM1],519
TTRE7680,Trichuris trichiura (PRJEB535),TTRE7680_t1,protein_coding,,3417
TTRE7681,Trichuris trichiura (PRJEB535),TTRE7681_t1,protein_coding,,207
TTRE7682,Trichuris trichiura (PRJEB535),TTRE7682_t1,protein_coding,ADP ribosylation factor protein 3  [Source:UniProtKB/TrEMBL;Acc:A0A077YZP1],516
TTRE7683,Trichuris trichiura (PRJEB535),TTRE7683_t2,protein_coding,Nuclear protein MDM1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0N9],3084
TTRE7684,Trichuris trichiura (PRJEB535),TTRE7684_t1,protein_coding,,453
TTRE7685,Trichuris trichiura (PRJEB535),TTRE7685_t1,protein_coding,Protein SPRR 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YYY4],1290
TTRE7686,Trichuris trichiura (PRJEB535),TTRE7686_t1,protein_coding,Putative nuclear hormone receptor HR38  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3H5],513
TTRE7687,Trichuris trichiura (PRJEB535),TTRE7687_t1,protein_coding,,519
TTRE7688,Trichuris trichiura (PRJEB535),TTRE7688_t1,protein_coding,Protein col protein cbr col-109 protein cbr bli-6 protein bli cre col-109 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8H0],885
TTRE7689,Trichuris trichiura (PRJEB535),TTRE7689_t1,protein_coding,,369
TTRE769,Trichuris trichiura (PRJEB535),TTRE769_t1,protein_coding,,3462
TTRE7690,Trichuris trichiura (PRJEB535),TTRE7690_t1,protein_coding,Protein-lysine N-methyltransferase TTRE_0000433501  [Source:UniProtKB/TrEMBL;Acc:A0A077Z771],633
TTRE7691,Trichuris trichiura (PRJEB535),TTRE7691_t1,protein_coding,PHD-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6F4],483
TTRE7692,Trichuris trichiura (PRJEB535),TTRE7692_t1,protein_coding,,378
TTRE7693,Trichuris trichiura (PRJEB535),TTRE7693_t1,protein_coding,DUF2046 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8S7],1299
TTRE7694,Trichuris trichiura (PRJEB535),TTRE7694_t1,protein_coding,"Serine protease HTRA2, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8H6]",1182
TTRE7695,Trichuris trichiura (PRJEB535),TTRE7695_t2,protein_coding,,603
TTRE7696,Trichuris trichiura (PRJEB535),TTRE7696_t1,protein_coding,,369
TTRE7697,Trichuris trichiura (PRJEB535),TTRE7697_t1,protein_coding,Nuclear receptor corepressor 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCH1],3465
TTRE7698,Trichuris trichiura (PRJEB535),TTRE7698_t1,protein_coding,,639
TTRE7699,Trichuris trichiura (PRJEB535),TTRE7699_t1,protein_coding,,1134
TTRE77,Trichuris trichiura (PRJEB535),TTRE77_t1,protein_coding,Diacylglycerol kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2Z5],2379
TTRE770,Trichuris trichiura (PRJEB535),TTRE770_t1,protein_coding,,384
TTRE7700,Trichuris trichiura (PRJEB535),TTRE7700_t1,protein_coding,,669
TTRE7701,Trichuris trichiura (PRJEB535),TTRE7701_t1,protein_coding,guanylate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZPK1],567
TTRE7702,Trichuris trichiura (PRJEB535),TTRE7702_t1,protein_coding,,327
TTRE7703,Trichuris trichiura (PRJEB535),TTRE7703_t1,protein_coding,,636
TTRE7704,Trichuris trichiura (PRJEB535),TTRE7704_t1,protein_coding,,531
TTRE7705,Trichuris trichiura (PRJEB535),TTRE7705_t1,protein_coding,,894
TTRE7706,Trichuris trichiura (PRJEB535),TTRE7706_t1,protein_coding,,894
TTRE7707,Trichuris trichiura (PRJEB535),TTRE7707_t1,protein_coding,,894
TTRE7708,Trichuris trichiura (PRJEB535),TTRE7708_t1,protein_coding,,429
TTRE7709,Trichuris trichiura (PRJEB535),TTRE7709_t1,protein_coding,,717
TTRE771,Trichuris trichiura (PRJEB535),TTRE771_t1,protein_coding,Putative phospholipase d3 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z996],1566
TTRE7710,Trichuris trichiura (PRJEB535),TTRE7710_t1,protein_coding,,864
TTRE7711,Trichuris trichiura (PRJEB535),TTRE7711_t1,protein_coding,,894
TTRE7712,Trichuris trichiura (PRJEB535),TTRE7712_t1,protein_coding,Chromobox protein 3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAQ5],489
TTRE7713,Trichuris trichiura (PRJEB535),TTRE7713_t1,protein_coding,,936
TTRE7714,Trichuris trichiura (PRJEB535),TTRE7714_t1,protein_coding,Ionotropic receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEC2],1287
TTRE7715,Trichuris trichiura (PRJEB535),TTRE7715_t1,protein_coding,,1167
TTRE7716,Trichuris trichiura (PRJEB535),TTRE7716_t1,protein_coding,,1722
TTRE7717,Trichuris trichiura (PRJEB535),TTRE7717_t1,protein_coding,,405
TTRE7718,Trichuris trichiura (PRJEB535),TTRE7718_t1,protein_coding,,645
TTRE7719,Trichuris trichiura (PRJEB535),TTRE7719_t1,protein_coding,,1119
TTRE772,Trichuris trichiura (PRJEB535),TTRE772_t2,protein_coding,,1302
TTRE7720,Trichuris trichiura (PRJEB535),TTRE7720_t1,protein_coding,,2457
TTRE7721,Trichuris trichiura (PRJEB535),TTRE7721_t1,protein_coding,,303
TTRE7722,Trichuris trichiura (PRJEB535),TTRE7722_t1,protein_coding,,438
TTRE7723,Trichuris trichiura (PRJEB535),TTRE7723_t1,protein_coding,,543
TTRE7724,Trichuris trichiura (PRJEB535),TTRE7724_t1,protein_coding,Tubulin 3 and Misat Tub SegII domain containing p rotein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZG47],1500
TTRE7725,Trichuris trichiura (PRJEB535),TTRE7725_t1,protein_coding,,1107
TTRE7726,Trichuris trichiura (PRJEB535),TTRE7726_t1,protein_coding,,864
TTRE7727,Trichuris trichiura (PRJEB535),TTRE7727_t1,protein_coding,,729
TTRE7728,Trichuris trichiura (PRJEB535),TTRE7728_t1,protein_coding,,261
TTRE7729,Trichuris trichiura (PRJEB535),TTRE7729_t1,protein_coding,,618
TTRE773,Trichuris trichiura (PRJEB535),TTRE773_t2,protein_coding,,1776
TTRE7730,Trichuris trichiura (PRJEB535),TTRE7730_t1,protein_coding,,315
TTRE7731,Trichuris trichiura (PRJEB535),TTRE7731_t1,protein_coding,,390
TTRE7732,Trichuris trichiura (PRJEB535),TTRE7732_t1,protein_coding,,345
TTRE7733,Trichuris trichiura (PRJEB535),TTRE7733_t2,protein_coding,,4908
TTRE7734,Trichuris trichiura (PRJEB535),TTRE7734_t1,protein_coding,,477
TTRE7735,Trichuris trichiura (PRJEB535),TTRE7735_t1,protein_coding,,807
TTRE7736,Trichuris trichiura (PRJEB535),TTRE7736_t1,protein_coding,,339
TTRE7737,Trichuris trichiura (PRJEB535),TTRE7737_t1,protein_coding,Histone H2B  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKV8],372
TTRE7738,Trichuris trichiura (PRJEB535),TTRE7738_t1,protein_coding,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHJ7],387
TTRE7739,Trichuris trichiura (PRJEB535),TTRE7739_t1,protein_coding,,489
TTRE774,Trichuris trichiura (PRJEB535),TTRE774_t1,protein_coding,,717
TTRE7740,Trichuris trichiura (PRJEB535),TTRE7740_t1,protein_coding,,909
TTRE7741,Trichuris trichiura (PRJEB535),TTRE7741_t1,protein_coding,Histone H3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKR5],411
TTRE7742,Trichuris trichiura (PRJEB535),TTRE7742_t1,protein_coding,,1635
TTRE7743,Trichuris trichiura (PRJEB535),TTRE7743_t1,protein_coding,,330
TTRE7744,Trichuris trichiura (PRJEB535),TTRE7744_t1,protein_coding,,708
TTRE7745,Trichuris trichiura (PRJEB535),TTRE7745_t1,protein_coding,,750
TTRE7746,Trichuris trichiura (PRJEB535),TTRE7746_t1,protein_coding,,480
TTRE7747,Trichuris trichiura (PRJEB535),TTRE7747_t1,protein_coding,Histone H3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZQW1],411
TTRE7748,Trichuris trichiura (PRJEB535),TTRE7748_t1,protein_coding,Histone H2B  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJK9],372
TTRE7749,Trichuris trichiura (PRJEB535),TTRE7749_t1,protein_coding,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHJ7],387
TTRE775,Trichuris trichiura (PRJEB535),TTRE775_t1,protein_coding,40S ribosomal protein S14  [Source:UniProtKB/TrEMBL;Acc:A0A077YZK6],453
TTRE7750,Trichuris trichiura (PRJEB535),TTRE7750_t1,protein_coding,,489
TTRE7751,Trichuris trichiura (PRJEB535),TTRE7751_t1,protein_coding,Histone H3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKP0],411
TTRE7752,Trichuris trichiura (PRJEB535),TTRE7752_t1,protein_coding,,273
TTRE7753,Trichuris trichiura (PRJEB535),TTRE7753_t1,protein_coding,,1158
TTRE7754,Trichuris trichiura (PRJEB535),TTRE7754_t1,protein_coding,Prefoldin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZID5],435
TTRE7755,Trichuris trichiura (PRJEB535),TTRE7755_t1,protein_coding,Phosphopantothenoylcysteine decarboxylase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDC5],702
TTRE7756,Trichuris trichiura (PRJEB535),TTRE7756_t1,protein_coding,,396
TTRE7757,Trichuris trichiura (PRJEB535),TTRE7757_t1,protein_coding,Barrier to autointegration factor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD69],276
TTRE7758,Trichuris trichiura (PRJEB535),TTRE7758_t1,protein_coding,Cyclin-dependent kinase 2-interacting protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI80],549
TTRE7759,Trichuris trichiura (PRJEB535),TTRE7759_t1,protein_coding,,486
TTRE776,Trichuris trichiura (PRJEB535),TTRE776_t1,protein_coding,,1086
TTRE7760,Trichuris trichiura (PRJEB535),TTRE7760_t1,protein_coding,,1149
TTRE7761,Trichuris trichiura (PRJEB535),TTRE7761_t1,protein_coding,,1692
TTRE7762,Trichuris trichiura (PRJEB535),TTRE7762_t1,protein_coding,,591
TTRE7763,Trichuris trichiura (PRJEB535),TTRE7763_t1,protein_coding,,738
TTRE7764,Trichuris trichiura (PRJEB535),TTRE7764_t1,protein_coding,,702
TTRE7765,Trichuris trichiura (PRJEB535),TTRE7765_t1,protein_coding,,222
TTRE7766,Trichuris trichiura (PRJEB535),TTRE7766_t1,protein_coding,,1569
TTRE7767,Trichuris trichiura (PRJEB535),TTRE7767_t1,protein_coding,,999
TTRE7768,Trichuris trichiura (PRJEB535),TTRE7768_t1,protein_coding,,276
TTRE7769,Trichuris trichiura (PRJEB535),TTRE7769_t1,protein_coding,,414
TTRE777,Trichuris trichiura (PRJEB535),TTRE777_t1,protein_coding,,1488
TTRE7770,Trichuris trichiura (PRJEB535),TTRE7770_t1,protein_coding,,2628
TTRE7771,Trichuris trichiura (PRJEB535),TTRE7771_t1,protein_coding,,753
TTRE7772,Trichuris trichiura (PRJEB535),TTRE7772_t1,protein_coding,,1518
TTRE7773,Trichuris trichiura (PRJEB535),TTRE7773_t1,protein_coding,,255
TTRE7774,Trichuris trichiura (PRJEB535),TTRE7774_t1,protein_coding,,807
TTRE7775,Trichuris trichiura (PRJEB535),TTRE7775_t1,protein_coding,,480
TTRE7776,Trichuris trichiura (PRJEB535),TTRE7776_t1,protein_coding,,510
TTRE7777,Trichuris trichiura (PRJEB535),TTRE7777_t1,protein_coding,,387
TTRE7778,Trichuris trichiura (PRJEB535),TTRE7778_t1,protein_coding,,1368
TTRE7779,Trichuris trichiura (PRJEB535),TTRE7779_t1,protein_coding,,579
TTRE778,Trichuris trichiura (PRJEB535),TTRE778_t1,protein_coding,,2121
TTRE7780,Trichuris trichiura (PRJEB535),TTRE7780_t1,protein_coding,,300
TTRE7781,Trichuris trichiura (PRJEB535),TTRE7781_t1,protein_coding,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB61]",1155
TTRE7782,Trichuris trichiura (PRJEB535),TTRE7782_t1,protein_coding,,573
TTRE7783,Trichuris trichiura (PRJEB535),TTRE7783_t1,protein_coding,,1236
TTRE7784,Trichuris trichiura (PRJEB535),TTRE7784_t1,protein_coding,,1794
TTRE7785,Trichuris trichiura (PRJEB535),TTRE7785_t1,protein_coding,,279
TTRE7786,Trichuris trichiura (PRJEB535),TTRE7786_t1,protein_coding,,789
TTRE7787,Trichuris trichiura (PRJEB535),TTRE7787_t1,protein_coding,,2472
TTRE7788,Trichuris trichiura (PRJEB535),TTRE7788_t1,protein_coding,,3360
TTRE7789,Trichuris trichiura (PRJEB535),TTRE7789_t1,protein_coding,,540
TTRE779,Trichuris trichiura (PRJEB535),TTRE779_t1,protein_coding,Protein ECT2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGQ5],2469
TTRE7790,Trichuris trichiura (PRJEB535),TTRE7790_t1,protein_coding,,231
TTRE7791,Trichuris trichiura (PRJEB535),TTRE7791_t1,protein_coding,HSP20 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEM2],495
TTRE7792,Trichuris trichiura (PRJEB535),TTRE7792_t1,protein_coding,,414
TTRE7793,Trichuris trichiura (PRJEB535),TTRE7793_t1,protein_coding,,483
TTRE7794,Trichuris trichiura (PRJEB535),TTRE7794_t1,protein_coding,,3957
TTRE7795,Trichuris trichiura (PRJEB535),TTRE7795_t1,protein_coding,,309
TTRE7796,Trichuris trichiura (PRJEB535),TTRE7796_t1,protein_coding,,333
TTRE7797,Trichuris trichiura (PRJEB535),TTRE7797_t1,protein_coding,,6045
TTRE7798,Trichuris trichiura (PRJEB535),TTRE7798_t1,protein_coding,,849
TTRE7799,Trichuris trichiura (PRJEB535),TTRE7799_t1,protein_coding,,3966
TTRE78,Trichuris trichiura (PRJEB535),TTRE78_t1,protein_coding,,798
TTRE780,Trichuris trichiura (PRJEB535),TTRE780_t1,protein_coding,,2580
TTRE7800,Trichuris trichiura (PRJEB535),TTRE7800_t1,protein_coding,,543
TTRE7801,Trichuris trichiura (PRJEB535),TTRE7801_t1,protein_coding,,1101
TTRE7802,Trichuris trichiura (PRJEB535),TTRE7802_t1,protein_coding,,1254
TTRE7803,Trichuris trichiura (PRJEB535),TTRE7803_t1,protein_coding,,213
TTRE7804,Trichuris trichiura (PRJEB535),TTRE7804_t1,protein_coding,,5211
TTRE7805,Trichuris trichiura (PRJEB535),TTRE7805_t1,protein_coding,,2259
TTRE7806,Trichuris trichiura (PRJEB535),TTRE7806_t1,protein_coding,CDP-OH P transf domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKD9],561
TTRE7807,Trichuris trichiura (PRJEB535),TTRE7807_t1,protein_coding,,1497
TTRE7808,Trichuris trichiura (PRJEB535),TTRE7808_t1,protein_coding,,1107
TTRE7809,Trichuris trichiura (PRJEB535),TTRE7809_t1,protein_coding,,663
TTRE781,Trichuris trichiura (PRJEB535),TTRE781_t1,protein_coding,,387
TTRE7810,Trichuris trichiura (PRJEB535),TTRE7810_t1,protein_coding,Putative sn-12-diacylglycerol ethanolamine-and ch olinephosphotransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEY7],609
TTRE7811,Trichuris trichiura (PRJEB535),TTRE7811_t1,protein_coding,,2256
TTRE7812,Trichuris trichiura (PRJEB535),TTRE7812_t1,protein_coding,,243
TTRE7813,Trichuris trichiura (PRJEB535),TTRE7813_t1,protein_coding,LRR 8 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBN1],1428
TTRE7814,Trichuris trichiura (PRJEB535),TTRE7814_t1,protein_coding,Lectin C domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE49],1008
TTRE7815,Trichuris trichiura (PRJEB535),TTRE7815_t1,protein_coding,Ell-associated factor Eaf  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHM7],669
TTRE7816,Trichuris trichiura (PRJEB535),TTRE7816_t1,protein_coding,,1272
TTRE7817,Trichuris trichiura (PRJEB535),TTRE7817_t1,protein_coding,,417
TTRE7818,Trichuris trichiura (PRJEB535),TTRE7818_t1,protein_coding,,4005
TTRE7819,Trichuris trichiura (PRJEB535),TTRE7819_t1,protein_coding,,1053
TTRE782,Trichuris trichiura (PRJEB535),TTRE782_t1,protein_coding,Elongator complex protein 6  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEE8],726
TTRE7820,Trichuris trichiura (PRJEB535),TTRE7820_t1,protein_coding,,519
TTRE7821,Trichuris trichiura (PRJEB535),TTRE7821_t1,protein_coding,,519
TTRE7822,Trichuris trichiura (PRJEB535),TTRE7822_t1,protein_coding,,801
TTRE7823,Trichuris trichiura (PRJEB535),TTRE7823_t1,protein_coding,,333
TTRE7824,Trichuris trichiura (PRJEB535),TTRE7824_t1,protein_coding,T box transcription factor TBX10  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDC3],912
TTRE7825,Trichuris trichiura (PRJEB535),TTRE7825_t1,protein_coding,,780
TTRE7826,Trichuris trichiura (PRJEB535),TTRE7826_t1,protein_coding,,969
TTRE7827,Trichuris trichiura (PRJEB535),TTRE7827_t1,protein_coding,,327
TTRE7828,Trichuris trichiura (PRJEB535),TTRE7828_t1,protein_coding,,381
TTRE7829,Trichuris trichiura (PRJEB535),TTRE7829_t1,protein_coding,,471
TTRE783,Trichuris trichiura (PRJEB535),TTRE783_t1,protein_coding,WH1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9D9],1326
TTRE7830,Trichuris trichiura (PRJEB535),TTRE7830_t1,protein_coding,,357
TTRE7831,Trichuris trichiura (PRJEB535),TTRE7831_t1,protein_coding,,249
TTRE7832,Trichuris trichiura (PRJEB535),TTRE7832_t1,protein_coding,,477
TTRE7833,Trichuris trichiura (PRJEB535),TTRE7833_t1,protein_coding,,498
TTRE7834,Trichuris trichiura (PRJEB535),TTRE7834_t1,protein_coding,Mitogen-activated protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB67],1299
TTRE7835,Trichuris trichiura (PRJEB535),TTRE7835_t1,protein_coding,,396
TTRE7836,Trichuris trichiura (PRJEB535),TTRE7836_t1,protein_coding,,1374
TTRE7837,Trichuris trichiura (PRJEB535),TTRE7837_t1,protein_coding,,741
TTRE7838,Trichuris trichiura (PRJEB535),TTRE7838_t1,protein_coding,,2226
TTRE7839,Trichuris trichiura (PRJEB535),TTRE7839_t1,protein_coding,,597
TTRE784,Trichuris trichiura (PRJEB535),TTRE784_t1,protein_coding,,1104
TTRE7840,Trichuris trichiura (PRJEB535),TTRE7840_t1,protein_coding,,3162
TTRE7841,Trichuris trichiura (PRJEB535),TTRE7841_t1,protein_coding,,630
TTRE7842,Trichuris trichiura (PRJEB535),TTRE7842_t1,protein_coding,,534
TTRE7843,Trichuris trichiura (PRJEB535),TTRE7843_t1,protein_coding,,447
TTRE7844,Trichuris trichiura (PRJEB535),TTRE7844_t1,protein_coding,,1449
TTRE7845,Trichuris trichiura (PRJEB535),TTRE7845_t1,protein_coding,,981
TTRE7846,Trichuris trichiura (PRJEB535),TTRE7846_t1,protein_coding,,555
TTRE7847,Trichuris trichiura (PRJEB535),TTRE7847_t1,protein_coding,,327
TTRE7848,Trichuris trichiura (PRJEB535),TTRE7848_t1,protein_coding,,741
TTRE7849,Trichuris trichiura (PRJEB535),TTRE7849_t1,protein_coding,,564
TTRE785,Trichuris trichiura (PRJEB535),TTRE785_t2,protein_coding,,348
TTRE7850,Trichuris trichiura (PRJEB535),TTRE7850_t1,protein_coding,,324
TTRE7851,Trichuris trichiura (PRJEB535),TTRE7851_t1,protein_coding,,495
TTRE7852,Trichuris trichiura (PRJEB535),TTRE7852_t1,protein_coding,Coiled-coil domain-containing protein 176  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFS0],723
TTRE7853,Trichuris trichiura (PRJEB535),TTRE7853_t1,protein_coding,Proteasome assembly chaperone 4  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJZ1],378
TTRE7854,Trichuris trichiura (PRJEB535),TTRE7854_t1,protein_coding,,603
TTRE7855,Trichuris trichiura (PRJEB535),TTRE7855_t1,protein_coding,,1035
TTRE7856,Trichuris trichiura (PRJEB535),TTRE7856_t1,protein_coding,,246
TTRE7857,Trichuris trichiura (PRJEB535),TTRE7857_t1,protein_coding,,1899
TTRE7858,Trichuris trichiura (PRJEB535),TTRE7858_t1,protein_coding,,564
TTRE7859,Trichuris trichiura (PRJEB535),TTRE7859_t1,protein_coding,,378
TTRE786,Trichuris trichiura (PRJEB535),TTRE786_t1,protein_coding,,873
TTRE7860,Trichuris trichiura (PRJEB535),TTRE7860_t1,protein_coding,,3087
TTRE7861,Trichuris trichiura (PRJEB535),TTRE7861_t1,protein_coding,Nsp7 replicase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6T5],2427
TTRE7862,Trichuris trichiura (PRJEB535),TTRE7862_t1,protein_coding,,207
TTRE7863,Trichuris trichiura (PRJEB535),TTRE7863_t1,protein_coding,,408
TTRE7864,Trichuris trichiura (PRJEB535),TTRE7864_t1,protein_coding,,912
TTRE7865,Trichuris trichiura (PRJEB535),TTRE7865_t1,protein_coding,,222
TTRE7866,Trichuris trichiura (PRJEB535),TTRE7866_t1,protein_coding,,531
TTRE7867,Trichuris trichiura (PRJEB535),TTRE7867_t1,protein_coding,,2832
TTRE7868,Trichuris trichiura (PRJEB535),TTRE7868_t1,protein_coding,,618
TTRE7869,Trichuris trichiura (PRJEB535),TTRE7869_t1,protein_coding,,636
TTRE787,Trichuris trichiura (PRJEB535),TTRE787_t1,protein_coding,,1131
TTRE7870,Trichuris trichiura (PRJEB535),TTRE7870_t1,protein_coding,,264
TTRE7871,Trichuris trichiura (PRJEB535),TTRE7871_t1,protein_coding,,744
TTRE7872,Trichuris trichiura (PRJEB535),TTRE7872_t1,protein_coding,,816
TTRE7873,Trichuris trichiura (PRJEB535),TTRE7873_t1,protein_coding,,468
TTRE7874,Trichuris trichiura (PRJEB535),TTRE7874_t1,protein_coding,Ribosome biogenesis protein BOP1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE39],2040
TTRE7875,Trichuris trichiura (PRJEB535),TTRE7875_t1,protein_coding,,2250
TTRE7876,Trichuris trichiura (PRJEB535),TTRE7876_t1,protein_coding,,753
TTRE7877,Trichuris trichiura (PRJEB535),TTRE7877_t1,protein_coding,DUF4371 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIV4],579
TTRE7878,Trichuris trichiura (PRJEB535),TTRE7878_t2,protein_coding,,1251
TTRE7879,Trichuris trichiura (PRJEB535),TTRE7879_t1,protein_coding,,714
TTRE788,Trichuris trichiura (PRJEB535),TTRE788_t1,protein_coding,,849
TTRE7880,Trichuris trichiura (PRJEB535),TTRE7880_t1,protein_coding,,543
TTRE7881,Trichuris trichiura (PRJEB535),TTRE7881_t1,protein_coding,,2022
TTRE7882,Trichuris trichiura (PRJEB535),TTRE7882_t1,protein_coding,,426
TTRE7883,Trichuris trichiura (PRJEB535),TTRE7883_t1,protein_coding,,660
TTRE7884,Trichuris trichiura (PRJEB535),TTRE7884_t1,protein_coding,,819
TTRE7885,Trichuris trichiura (PRJEB535),TTRE7885_t1,protein_coding,Papilin  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC93],1179
TTRE7886,Trichuris trichiura (PRJEB535),TTRE7886_t1,protein_coding,,3354
TTRE7887,Trichuris trichiura (PRJEB535),TTRE7887_t1,protein_coding,,921
TTRE7888,Trichuris trichiura (PRJEB535),TTRE7888_t1,protein_coding,,372
TTRE7889,Trichuris trichiura (PRJEB535),TTRE7889_t1,protein_coding,,2421
TTRE789,Trichuris trichiura (PRJEB535),TTRE789_t1,protein_coding,,972
TTRE7890,Trichuris trichiura (PRJEB535),TTRE7890_t1,protein_coding,,3756
TTRE7891,Trichuris trichiura (PRJEB535),TTRE7891_t1,protein_coding,,702
TTRE7892,Trichuris trichiura (PRJEB535),TTRE7892_t1,protein_coding,SID1 transmembrane family  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFN8],2352
TTRE7893,Trichuris trichiura (PRJEB535),TTRE7893_t1,protein_coding,40S ribosomal protein S12  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFS5],390
