Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE5539,TTRE5539_t1,1073,protein_coding,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI10],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000067596,DHX8,ortholog_one2one,65.7604,63.4426,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DHX8",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DHX8 65.7604%
TTRE554,TTRE554_t1,611,protein_coding,Schwannomin interacting protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4D7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000151967,SCHIP1,ortholog_one2one,17.9039,33.6066,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCHIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCHIP1 17.9039%
TTRE5540,TTRE5540_t1,186,protein_coding,Ribosome biogenesis protein RLP24  [Source:UniProtKB/TrEMBL;Acc:A0A077Z667],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000137876,RSL24D1,ortholog_one2one,52.0958,53.3742,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RSL24D1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RSL24D1 52.0958%
TTRE5541,TTRE5541_t1,240,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000071553,ATP6AP1,ortholog_one2one,14.532,12.5532,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATP6AP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ATP6AP1 14.532%
TTRE5542,TTRE5542_t1,497,protein_coding,proline--tRNA ligase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD58],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000162396,PARS2,ortholog_one2one,39.8618,36.4211,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PARS2",True,Best human orthologue in WormBase ParaSite has < 40% identity: PARS2 39.8618%
TTRE5543,TTRE5543_t1,325,protein_coding,Transportin 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z919],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000137040,RANBP6,ortholog_many2many,16.6853,13.4842,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RANBP6",True,Best human orthologue in WormBase ParaSite has < 40% identity: RANBP6 16.6853%
TTRE5544,TTRE5544_t1,1045,protein_coding,PHD-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD30],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5545,TTRE5545_t1,205,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5546,TTRE5546_t1,440,protein_coding,Ras domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9G2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5547,TTRE5547_t1,1223,protein_coding,Eukaryotic translation initiation factor 3 subunit B  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMT3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000106263,EIF3B,ortholog_one2one,45.8689,39.5577,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EIF3B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: EIF3B 45.8689%
TTRE5548,TTRE5548_t1,278,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000171723,GPHN,ortholog_one2many,23.6253,15.0845,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GPHN",True,Best human orthologue in WormBase ParaSite has < 40% identity: GPHN 23.6253%
TTRE5549,TTRE5549_t1,715,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE555,TTRE555_t1,362,protein_coding,"Dynein light chain LC6, flagellar outer arm  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJK8]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5550,TTRE5550_t1,390,protein_coding,Partner of Y14 and mago  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBI8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5551,TTRE5551_t1,252,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000146701,MDH2,ortholog_one2one,55.6213,55.6213,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MDH2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: MDH2 55.6213%
TTRE5552,TTRE5552_t1,650,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5553,TTRE5553_t1,214,protein_coding,Tau tubulin kinase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5G9],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5554,TTRE5554_t1,209,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5555,TTRE5555_t1,233,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5556,TTRE5556_t1,251,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5557,TTRE5557_t1,187,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5558,TTRE5558_t1,123,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5559,TTRE5559_t1,1829,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000109182,CWH43,ortholog_one2one,21.0181,18.3119,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CWH43",True,Best human orthologue in WormBase ParaSite has < 40% identity: CWH43 21.0181%
TTRE556,TTRE556_t1,215,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000102383,ZDHHC15,ortholog_one2one,42.2961,41.543,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ZDHHC15",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ZDHHC15 42.2961%
TTRE5560,TTRE5560_t1,182,protein_coding,eIF-2B GDP-GTP exchange factor subunit epsilon  [Source:UniProtKB/TrEMBL;Acc:A0A077YVX2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000145191,EIF2B5,ortholog_one2one,30.2983,26.7684,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EIF2B5",True,Best human orthologue in WormBase ParaSite has < 40% identity: EIF2B5 30.2983%
TTRE5561,TTRE5561_t1,276,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5562,TTRE5562_t1,442,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5563,TTRE5563_t1,224,protein_coding,Phosphatidylinositol  [Source:UniProtKB/TrEMBL;Acc:A0A077YVW6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000135845,PIGC,ortholog_one2one,32.0755,34.3434,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PIGC",True,Best human orthologue in WormBase ParaSite has < 40% identity: PIGC 32.0755%
TTRE5564,TTRE5564_t1,261,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000175634,RPS6KB2,ortholog_many2many,55.2916,53.112,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPS6KB2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RPS6KB2 55.2916%
TTRE5565,TTRE5565_t1,232,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5566,TTRE5566_t1,411,protein_coding,Sodium/nucleoside cotransporter  [Source:UniProtKB/TrEMBL;Acc:A0A077ZK41],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000156222,SLC28A1,ortholog_many2many,35.9867,33.4361,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC28A1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC28A1 35.9867%
TTRE5567,TTRE5567_t2,428,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5568,TTRE5568_t1,254,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000107021,TBC1D13,ortholog_many2many,17.3214,24.25,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TBC1D13",True,Best human orthologue in WormBase ParaSite has < 40% identity: TBC1D13 17.3214%
TTRE5569,TTRE5569_t1,400,protein_coding,Angiomotin  [Source:UniProtKB/TrEMBL;Acc:A0A077YYU1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000166025,AMOTL1,ortholog_one2many,17.3318,15.8996,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AMOTL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: AMOTL1 17.3318%
TTRE557,TTRE557_t1,185,protein_coding,Mitochondrial thiamine pyrophosphate carrier  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI60],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000125454,SLC25A19,ortholog_one2one,39.1437,40.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC25A19",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC25A19 39.1437%
TTRE5570,TTRE5570_t1,182,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5571,TTRE5571_t1,1187,protein_coding,CCR4-NOT transcription complex subunit 11  [Source:UniProtKB/TrEMBL;Acc:A0A077YY45],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5572,TTRE5572_t1,341,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000198951,NAGA,ortholog_one2many,33.82,33.82,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NAGA",True,Best human orthologue in WormBase ParaSite has < 40% identity: NAGA 33.82%
TTRE5573,TTRE5573_t1,267,protein_coding,14_3_3 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7C1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5574,TTRE5574_t1,237,protein_coding,Ubiquinone biosynthesis monooxygenase COQ6  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE26],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000119723,COQ6,ortholog_one2one,35.0,35.8974,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: COQ6",True,Best human orthologue in WormBase ParaSite has < 40% identity: COQ6 35.0%
TTRE5575,TTRE5575_t1,1106,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5576,TTRE5576_t1,354,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000143164,DCAF6,ortholog_one2one,25.4206,14.3007,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DCAF6",True,Best human orthologue in WormBase ParaSite has < 40% identity: DCAF6 25.4206%
TTRE5577,TTRE5577_t1,424,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000213380,COG8,ortholog_one2one,28.6,23.366,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: COG8",True,Best human orthologue in WormBase ParaSite has < 40% identity: COG8 28.6%
TTRE5578,TTRE5578_t1,192,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5579,TTRE5579_t1,353,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000068878,PSME4,ortholog_one2one,27.1382,26.8584,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PSME4",True,Best human orthologue in WormBase ParaSite has < 40% identity: PSME4 27.1382%
TTRE558,TTRE558_t1,344,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000163029,SMC6,ortholog_one2one,22.6891,22.2731,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SMC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: SMC6 22.6891%
TTRE5580,TTRE5580_t1,263,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5581,TTRE5581_t1,214,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000080189,SLC35C2,ortholog_one2one,37.931,36.1644,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC35C2",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC35C2 37.931%
TTRE5582,TTRE5582_t1,686,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000117419,ERI3,ortholog_one2one,40.7895,27.5964,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ERI3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ERI3 40.7895%
TTRE5583,TTRE5583_t1,117,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5584,TTRE5584_t1,189,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000123737,EXOSC9,ortholog_one2one,29.8795,28.246,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EXOSC9",True,Best human orthologue in WormBase ParaSite has < 40% identity: EXOSC9 29.8795%
TTRE5585,TTRE5585_t1,129,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5586,TTRE5586_t1,258,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5587,TTRE5587_t1,1133,protein_coding,Putative cuticle collagen 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGG4],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5588,TTRE5588_t1,1096,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000177303,CASKIN2,ortholog_one2many,20.4753,9.3178,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CASKIN2",True,Best human orthologue in WormBase ParaSite has < 40% identity: CASKIN2 20.4753%
TTRE5589,TTRE5589_t1,462,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE559,TTRE559_t1,230,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000171311,EXOSC1,ortholog_one2one,26.1468,29.2308,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EXOSC1",True,Best human orthologue in WormBase ParaSite has < 40% identity: EXOSC1 26.1468%
TTRE5590,TTRE5590_t1,512,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5591,TTRE5591_t1,768,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000119669,IRF2BPL,ortholog_many2many,38.2294,23.8693,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IRF2BPL",True,Best human orthologue in WormBase ParaSite has < 40% identity: IRF2BPL 38.2294%
TTRE5592,TTRE5592_t1,252,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000121964,GTDC1,ortholog_one2one,47.139,37.7729,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTDC1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GTDC1 47.139%
TTRE5593,TTRE5593_t1,197,protein_coding,Negative elongation factor A  [Source:UniProtKB/TrEMBL;Acc:A0A077YY26],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5594,TTRE5594_t1,1067,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5595,TTRE5595_t1,1257,protein_coding,Ion channel family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z026],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
